ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002631	spd	ARO:3002631@ARO:0000039#ARO:0000039	spectinomycin	15541	AGW81558.1	KC895984	Staphylococcus aureus	1280
ARO:3003761	eatAv	ARO:3003761@ARO:3001317#ARO:3001317	pleuromutilin	31326	AGQ48857.1	KF010779.1	Enterococcus faecium	1352
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002785	QnrB73	ARO:3002785=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGT59159.1	KF443075	Citrobacter europaeus	1914243
ARO:3002930	vanRO	ARO:3002930=ARO:3000574=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	AHA41505.1	KF478993	Rhodococcus hoagii	43767
ARO:3002941	vanSO	ARO:3002941=ARO:3000071=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	AHA41504.1	KF478993	Rhodococcus hoagii	43767
ARO:3003013	dfrA15	ARO:3003013@ARO:3000188#ARO:3000188	trimethoprim	5578	AHB39758.1	KF534911	Escherichia coli	562
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002768	QnrB55	ARO:3002768=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHE41343.1	KF730650	Raoultella terrigena	577
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002796	QnrS7	ARO:3002796=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHE41344.1	KF730651	Escherichia coli	562
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002797	QnrS8	ARO:3002797=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHE41345.1	KF730652	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3002798	QnrS9	ARO:3002798=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHF20043.1	KF732714	Klebsiella pneumoniae	573
ARO:3000013	vanB	ARO:3000013@ARO:0000028#ARO:0000028	vancomycin	44263901	AHH83938.1	KF823969	Enterococcus faecium	1352
ARO:3003011	dfrA10	ARO:3003011@ARO:3000188#ARO:3000188	trimethoprim	5578	AHG97174.1	KF976462	Klebsiella pneumoniae	573
ARO:3000444	rphA	ARO:3000444@ARO:3000169#ARO:3000169	rifampin	5381226	AIA08936.1	KJ151292	Streptomyces sp. WAC4747	1501383
ARO:3000444	rphA	ARO:3000444@ARO:3000517#ARO:3000517	rifaximin	6436173	AIA08936.1	KJ151292	Streptomyces sp. WAC4747	1501383
ARO:3000444	rphA	ARO:3000444@ARO:3000530#ARO:3000530	rifabutin	6323490	AIA08936.1	KJ151292	Streptomyces sp. WAC4747	1501383
ARO:3000444	rphA	ARO:3000444@ARO:3000534#ARO:3000534	rifapentine	6323497	AIA08936.1	KJ151292	Streptomyces sp. WAC4747	1501383
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002789	QnrD2	ARO:3002789=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHY03238.1	KJ158441	Salmonella enterica subsp. enterica serovar Hadar	149385
ARO:3002863	dfrA8	ARO:3002863@ARO:3000188#ARO:3000188	trimethoprim	5578	AHV80711.1	KJ174469	Salmonella enterica subsp. enterica serovar Typhimurium	90371
ARO:3002858	dfrA12	ARO:3002858@ARO:3000188#ARO:3000188	trimethoprim	5578	AHW42429.1	KJ363320	Klebsiella pneumoniae subsp. pneumoniae	72407
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3002786	QnrB74	ARO:3002786=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AHX97725.1	KJ415247	Escherichia coli	562
ARO:3000861	rmtC	ARO:3000861@ARO:0000007#ARO:0000007	dibekacin	3021	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:0000013#ARO:0000013	amikacin	37768	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:0000035#ARO:0000035	sisomicin	36119	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:0000038#ARO:0000038	netilmicin	41859	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:0000049#ARO:0000049	kanamycin A	6032	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:0000052#ARO:0000052	tobramycin	36294	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:3000652#ARO:3000652	isepamicin	3755	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:3000653#ARO:3000653	G418	123865	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:3000654#ARO:3000654	arbekacin	68682	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3000861	rmtC	ARO:3000861@ARO:3000655#ARO:3000655	gentamicin B	37569	AIA09786.1	KJ476816.1	Pseudomonas aeruginosa	287
ARO:3001396	OXA-1	ARO:3001396@ARO:0000064#ARO:0000064	amoxicillin	33613	AIA58911.1	KJ510410	Pseudomonas aeruginosa	287
ARO:3001396	OXA-1	ARO:3001396@ARO:0000078#ARO:0000078	piperacillin	43672	AIA58911.1	KJ510410	Pseudomonas aeruginosa	287
ARO:3001396	OXA-1	ARO:3001396@ARO:3000704#ARO:3000704	cefalotin	6024	AIA58911.1	KJ510410	Pseudomonas aeruginosa	287
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003193	QnrVC7	ARO:3003193=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AJA36815.1	KM555152	Vibrio cholerae	666
ARO:3003209	FosA5	ARO:3003209=ARO:3000133@ARO:0000025#ARO:0000025	fosfomycin	73491	AJE60855.1	KP143090	Escherichia coli	562
ARO:3003901	Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin	ARO:3003901@ARO:0000025#ARO:0000025	fosfomycin	73491	CAG39357	KT372193	Staphylococcus aureus	1280
ARO:3003902	Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin	ARO:3003902@ARO:0000025#ARO:0000025	fosfomycin	73491	CAG39240	KT372207	Staphylococcus aureus	1280
ARO:3002831	vgaC	ARO:3002831=ARO:3000113@ARO:3001317#ARO:3001317	pleuromutilin	31326	AMP35312.1	KU302801	Enterobacter cloacae	550
ARO:3004085	lnuG	ARO:3004085@ARO:0000046#ARO:0000046	lincomycin	9063	APU52409.1	KX470419.1	Enterococcus faecalis	1351
ARO:3003980	tetA(48)	ARO:3003980@ARO:0000051#ARO:0000051	tetracycline	5497101	APB03214.1	KX531044.1	Paenibacillus sp. LC231	1120679
ARO:3003981	tetB(48)	ARO:3003981@ARO:0000051#ARO:0000051	tetracycline	5497101	APB03215.1	KX531045.1	Paenibacillus sp. LC231	1120679
ARO:3003982	LlmA 23S ribosomal RNA methyltransferase	ARO:3003982@ARO:0000066#ARO:0000066	clindamycin	29029	APB03216.1	KX531046.1	Paenibacillus sp. LC231	1120679
ARO:3003983	CatU	ARO:3003983@ARO:3000382#ARO:3000382	azidamfenicol	62858	APB03217.1	KX531047.1	Paenibacillus sp. LC231	1120679
ARO:3003983	CatU	ARO:3003983@ARO:3000385#ARO:3000385	chloramphenicol	5959	APB03217.1	KX531047.1	Paenibacillus sp. LC231	1120679
ARO:3003983	CatU	ARO:3003983@ARO:3000456#ARO:3000456	thiamphenicol	27200	APB03217.1	KX531047.1	Paenibacillus sp. LC231	1120679
ARO:3003986	TaeA	ARO:3003986@ARO:3001317#ARO:3001317	pleuromutilin	31326	APB03219.1	KX531049.1	Paenibacillus sp. LC231	1120679
ARO:3003987	VatI	ARO:3003987=ARO:3000453@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	APB03220.1	KX531050.1	Paenibacillus sp. LC231	1120679
ARO:3003987	VatI	ARO:3003987=ARO:3000453@ARO:3000672#ARO:3000672	madumycin II	6441077	APB03220.1	KX531050.1	Paenibacillus sp. LC231	1120679
ARO:3003987	VatI	ARO:3003987=ARO:3000453@ARO:3000673#ARO:3000673	griseoviridin	6441064	APB03220.1	KX531050.1	Paenibacillus sp. LC231	1120679
ARO:3003987	VatI	ARO:3003987=ARO:3000453@ARO:3000674#ARO:3000674	dalfopristin	6435782	APB03220.1	KX531050.1	Paenibacillus sp. LC231	1120679
ARO:3003988	AAC(2')-IIb	ARO:3003988@ARO:3001296#ARO:3001296	kasugamycin	65174	APB03221.1	KX531051.1	Paenibacillus sp. LC231	1120679
ARO:3003992	rphB	ARO:3003992@ARO:3000169#ARO:3000169	rifampin	5381226	APB03222.1	KX531052.1	Paenibacillus sp. LC231	1120679
ARO:3003992	rphB	ARO:3003992@ARO:3000517#ARO:3000517	rifaximin	6436173	APB03222.1	KX531052.1	Paenibacillus sp. LC231	1120679
ARO:3003992	rphB	ARO:3003992@ARO:3000530#ARO:3000530	rifabutin	6323490	APB03222.1	KX531052.1	Paenibacillus sp. LC231	1120679
ARO:3003992	rphB	ARO:3003992@ARO:3000534#ARO:3000534	rifapentine	6323497	APB03222.1	KX531052.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003989	AAC(6')-34	ARO:3003989=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	APB03223.1	KX531053.1	Paenibacillus sp. LC231	1120679
ARO:3003994	cpaA	ARO:3003994@ARO:3003993#ARO:3003993	capreomycin	122130878	APB03224.1	KX531054.1	Paenibacillus sp. LC231	1120679
ARO:3003990	vgbC	ARO:3003990@ARO:3000583#ARO:3000583	pristinamycin IA	14974	APB03225.1	KX531055.1	Paenibacillus sp. LC231	1120679
ARO:3003990	vgbC	ARO:3003990@ARO:3000584#ARO:3000584	quinupristin	5388937	APB03225.1	KX531055.1	Paenibacillus sp. LC231	1120679
ARO:3003990	vgbC	ARO:3003990@ARO:3000675#ARO:3000675	pristinamycin IB	443309	APB03225.1	KX531055.1	Paenibacillus sp. LC231	1120679
ARO:3003990	vgbC	ARO:3003990@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	APB03225.1	KX531055.1	Paenibacillus sp. LC231	1120679
ARO:3004185	mecD	ARO:3004185@ARO:0000015#ARO:0000015	methicillin	6087	AQX82857.1	KY013611.1	Macrococcus caseolyticus	69966
ARO:3004114	porin OmpC	ARO:3004114@ARO:0000058#ARO:0000058	cefazolin	33255	APB87301	KY086517	Escherichia coli	562
ARO:3004114	porin OmpC	ARO:3004114@ARO:3004129#ARO:3004129	cephaloridine	5773	APB87301	KY086517	Escherichia coli	562
ARO:3002523	AAC(2')-Ia	ARO:3002523@ARO:0000013#ARO:0000013	amikacin	37768	AAA03550.1	L06156	Providencia stuartii	588
ARO:3002523	AAC(2')-Ia	ARO:3002523@ARO:0000052#ARO:0000052	tobramycin	36294	AAA03550.1	L06156	Providencia stuartii	588
ARO:3002523	AAC(2')-Ia	ARO:3002523@ARO:3000654#ARO:3000654	arbekacin	68682	AAA03550.1	L06156	Providencia stuartii	588
ARO:3002523	AAC(2')-Ia	ARO:3002523@ARO:3000655#ARO:3000655	gentamicin B	37569	AAA03550.1	L06156	Providencia stuartii	588
ARO:3002537	AAC(3)-IIIb	ARO:3002537@ARO:0000049#ARO:0000049	kanamycin A	6032	AAA25682.1	L06160	Pseudomonas aeruginosa	287
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3002595	AAC(6')-IIb	ARO:3002595=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAA25680.1	L06163	Pseudomonas fluorescens	294
ARO:3003748	oleC	ARO:3003748@ARO:3000867#ARO:3000867	oleandomycin	19822	AAA26793	L06249	Streptomyces antibioticus	1890
ARO:3000173	tet(E)	ARO:3000173@ARO:0000051#ARO:0000051	tetracycline	5497101	AAA71915.1	L06940	Escherichia coli	562
ARO:3002840	vatA	ARO:3002840=ARO:3000453@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAA26683.1	L07778	Staphylococcus aureus	1280
ARO:3002840	vatA	ARO:3002840=ARO:3000453@ARO:3000672#ARO:3000672	madumycin II	6441077	AAA26683.1	L07778	Staphylococcus aureus	1280
ARO:3002840	vatA	ARO:3002840=ARO:3000453@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAA26683.1	L07778	Staphylococcus aureus	1280
ARO:3002840	vatA	ARO:3002840=ARO:3000453@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAA26683.1	L07778	Staphylococcus aureus	1280
ARO:3000495	ErmD	ARO:3000495@ARO:0000006#ARO:0000006	erythromycin	12560	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:0000027#ARO:0000027	roxithromycin	5480431	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:0000046#ARO:0000046	lincomycin	9063	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:0000057#ARO:0000057	telithromycin	3002190	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:0000065#ARO:0000065	clarithromycin	84029	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:0000066#ARO:0000066	clindamycin	29029	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000145#ARO:3000145	tylosin	5280440	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000156#ARO:3000156	spiramycin	5289394	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000158#ARO:3000158	azithromycin	447043	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000176#ARO:3000176	dirithromycin	6473883	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000583#ARO:3000583	pristinamycin IA	14974	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000584#ARO:3000584	quinupristin	5388937	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000672#ARO:3000672	madumycin II	6441077	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000675#ARO:3000675	pristinamycin IB	443309	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3000495	ErmD	ARO:3000495@ARO:3000867#ARO:3000867	oleandomycin	19822	AAA22597.1	L08389	Bacillus anthracis	1392
ARO:3002554	AAC(6')-Ig	ARO:3002554=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAA21889.1	L09246	Acinetobacter haemolyticus	29430
ARO:3002554	AAC(6')-Ig	ARO:3002554=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAA21889.1	L09246	Acinetobacter haemolyticus	29430
ARO:3002554	AAC(6')-Ig	ARO:3002554=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAA21889.1	L09246	Acinetobacter haemolyticus	29430
